star,comment
star:"1",发布真实点评都不行了，有一点点不满意都说是虚假点评，既然是点评就有满意不满意的，还不让人发声了，真的越做越差
star:"5",有了大众点评，我走到哪里都能吃到，最美的美食，大众点评就是我们的美食雷达，探索到我们需要的味道。
star:"1",骗人绑卡送优惠券，结果下单一直都是支付失败，分明就是欺骗消费者，无良电商平台。
star:"5",喜欢，让我知道更多美食，更好的宾馆住宿。
star:"5",一直都是用美团，朋友推荐大众，果断卸载美团，下载大众
star:"5",玩点评好多年了，既省钱又能随时全国各地查到吃喝玩乐，这些都非常满意！ 但真的也觉得不够隐私，希望能有主页展示仅互相关注好友可见该多好？ 因为有同事知道了我的点评昵称，之后经常来窥视，感觉真的不喜欢被视奸的感觉，不像让同事了解自己的行踪。
star:"1",用户自己没定目的地，你们设定个目的地；直接搜索的东西不显示在最前面，显示到最后的其他商户里；用户体验问题没有反馈途径，一星拿好。
star:"5",吃喝玩乐一应俱全
star:"1",优惠劵取消订单后就被作废
star:"5",官方为啥不弄个全局夜间模式？晚上关灯之后（手机高亮度）看 大众点评 有点 亮瞎 钛合金眼 ！
star:"1",评价不客观
star:"5",起码可以避坑啊，然后vip抽个免费试还是很爽的，感谢，哈哈。
star:"5",好用
star:"5",很好
star:"5",无论吃喝玩乐，大众点评都可以帮到你\n吃~打开大众，定位附近美食应有尽有\n喝~来一杯奶茶，看一下店铺评论不会踩雷\n玩~无论亲子游，自驾游，不用愁\n乐~没有你想不到的！
star:"5",我明明去过裕华路德克士，为何要处罚我写的不诚信？
star:"1",为什么封我的号，给我一个理由，为什么我写的评价不显示
star:"5",已经习惯了，做什么都去大众点评上看一下，要不心里就没底，生活必须
star:"5",特别喜欢大众点评 真实 有公信力 可靠 是大众可以依靠的媒介 但是我接触的比较晚 才刚刚开始 之前去过很多的地方吃过很多的美食 用过好多好物 所以我会尽我所能把刚去的 过去去过的好地方好美食好物件通过大众点评推荐给大家 让大家有个直观的真实感受 我会认真拍好好写 给大众点评这个平台提供尽量多尽量好的素材 一起努力吧
star:"5",好用好用
star:"5",大众点评好实惠啊，美食，酒店，休闲娱乐统统囊括
star:"5",大众点评，符合时下各阶层人们的消费，且选择多样化，品种多样，品质优良
star:"5",非常棒的使用体验，值得无限使用
star:"5",方便适用的一个小程序。
star:"5",可以准确的帮我找到我喜欢的店铺～在和别人分享自己快乐的同时也可以在首页找到很多好吃 好玩儿的地儿
star:"5",好久没用了，同事都在用，感觉还不错
star:"1",什么垃圾玩意儿 提供平台做美食号 却不允许别人正常使用 ？搞笑 ？建议直接原地爆炸
star:"5",不错
star:"5",还可以
star:"1",评论一个幼儿园里的老师园长素质堪忧，删评论，这个软件不就是让大家知道到底情况什么样的，防止踩坑，呵呵
star:"5",值得纪念的一天，开始用年轻人的工具
star:"5",点评帮助消费者更好快速的找到所喜欢的美食
star:"2",为什么换个头像都要限制180天？
star:"5",这个没有一点公平和真实性，而且随意可以胡编乱写，恶意点评！投诉成功也不管用！垃圾
star:"1",没上架的商家也会被拉上架，没有一次消费也可以肆意评价，就为了挣取商家运营费用吗？不运营的就让随意恶意差评吗？你们自己收到差评是什么样的心情？这样不严谨的态度，你还凭什么让消费者相信“大众”存在的价值？这么不负责任的垃圾软件就不要再生存了吧
star:"5",nice
star:"5",昨天吃的赵火火老火锅还不错
star:"3",希望大众点评app可以增加购物车的功能，谢谢
star:"5",好东西???分享
star:"1",平台大了欺负人了，都不让给商家差评了，还算什么大众点评呢
star:"1",无缘无故扣6分诚信分。理由根本不给。以后谁还玩大众
star:"5",王兴你牛好吧
star:"5",现在这个快消时代 自我感觉 时时消费都要观看大众的 生活方式的一种展现
star:"1",v7老用户没有违规的情况下被永久封号，造成心理阴影，担心其他平台也这么对待我的账号
star:"5",每次有选择困难症的时候都会来大众点评，总会有不一样的惊喜
star:"5",大众点评面向广大群众为民服务提供吃、喝、玩、乐各方面的信息深受广大消费者喜欢??！
star:"5",一个平台就应该是大众的，大众参与、大众互动、大众来评。
star:"5",生活中的小能手！感觉购买的时候特别方便也有很多优惠！主要能便宜很多??
star:"5",双皮奶刚刚拍的了，才花了4元还是满记甜品的。开心快乐！希望平台越来越强大安全！
star:"5",有什么好吃的都必去，而且还能有优惠，推荐的都非常好吃！！！大赞
star:"1",如题
star:"5",哦哦哦
star:"3",苹果版本bug很多，经常卡页面
star:"1",大众点评的评论越来越不真实，忠实用户损失很多，现在为了产生新的内容，无所不用其极。做为商户，明明已经申诉成功的虚假恶意评论，只是告诉你不会影响你的星级评分，但是依然展示在评论里，而且不告诉你任何原因，只是告诉不扣星级别追究了，缺内容缺到这种地步了？祝你们早日被取代。
star:"1",仗着自己市场占有率高，越来越敷衍，反应个问题，需要反馈无数遍，反应好几天
star:"5",没到一处大众点评就是我的好基友，吃喝玩乐俱全!赞
star:"5",很棒，好用
star:"1",新注册，用点评支付，自动有一堆优惠券，结账却显示“网络开小差”死活不能用，网络也查看了没问题，这是虚假活动！浪费时间，真挺恶心的
star:"5",大众点评真的太好啦
star:"1",千万别下！里边只会显示刷的好评，差评都被屏蔽了！给店铺好评随便评，差评需要你带截图啥的各种证据证明真实性，而且还得审核。刚被骗去了一个评价靠前的店结果非常难吃（不是因为众口难调，店的东西就不新鲜，卫生差服务差，说是老字号一进去感觉像个体户），想评价一下让以后的人别再上当结果直接被屏蔽了，而且那么烂的店我还给了2·5星，想刷差评我为啥不直接一星？！想防止恶意差评可以，那些刷好评你怎么不管？丧良心的app，恶心??
star:"1",没法联系你们
star:"5",特别满意大众，就是能不能给我多提升一下等级，等我到v8就好了，哈哈哈，推荐使用大众
star:"5",一个时代特有的产物。无法忽视的影响力。改变规则的产物。
star:"5",非常方便，哪里有好吃的，就近就能找到
star:"4",通过看评价来判断商家服务态度好坏真的很有必要
star:"5",优惠很多又实惠，实实在在的券
star:"5",大众点评网是个好东西！
star:"5",无论到哪里、吃什么、玩什么、哪优惠，大众点评不离手，随找随有，方便又实惠！比“度娘”更有依赖性！
star:"5",美好的生活 记录
star:"5",很喜欢大众点评这个平台。既可以来找好吃好玩的地方又可以把自己认为好的地方推荐给别人
star:"5",嗯，感觉用了大众点评以后。平时想要出行啊，旅游啊，包括出去美食呀，都挺方便的，有什么需要点餐呀，需要到平台上搜索一下看看哪家的菜口味好，品质新鲜，包括出去美容美发按摩都挺好的，只要在大众点评里面搜索一下，所有想要的东西都会在这里体现出来很方便哦。
star:"5",点评的功能啥的真的是非常好用的\n概括的服务也是很全面\n用一次就爱上了
star:"5",非常好
star:"3",全站搜索功能挺方便的，就是界面不好，不能直接看到自己浏览或收藏过的店铺，希望可以改进下。
star:"5",这App，真的为我解决大问题了，独自出门在外，一个月了也不知附近哪里了溜达溜达，突然想到这个软件，点开以后，豁然明朗啦
star:"5",用了很多年了 好用
star:"5",特别好
star:"5",大众点评很棒
star:"1",城市列表选择手势有冲突，上下没法滚动！太耽误事了
star:"5",偶尔发现自己在大众点上的评价居然也能帮助到有需要的人，更棒的是别人的评价邺对我很有用，每每去一个新的地方都会来大众点评看看评价如何？评价不错的才放心，的确的真实性很高。
star:"1",登陆的好好的被踢了，原来的账号也没了，不能登陆了一定要用手机号从新注册，也不知道这公司脑子是不是有什么大病，以前的打卡去吃的地方全找不回来了，你们有脑子吗？用户体验太差了……你要想用手机绑定直接出个弹框必须绑定手机不完了吗？竟干一些让用户反感的事，不如倒闭吧
star:"5",大众点评是给国民提供休闲，娱乐，吃喝，提供便捷的服务平台，节省家庭工作的时间，选择性，参考性极高。
star:"3",用点评是为了评价商户吧？现在一打开各种明星八卦和土味视频是为什么啊？变成短视频平台了吗？而且关注圈也改到了不明显的位置，不知道意图在何。
star:"5",很好用
star:"5",这是一个00后小姐姐介绍给我用的，以前一直困惑于吃啥好，去哪里玩，现在完全不用担心，感觉比地道的人还了解的多，感觉非常好????现在我也在开店，好多人也冲着大众点评来店里消费，真的感谢大众点评。这是真真正正的一款良心app
star:"1",什么垃圾软件，好多给1星的，评分还是4.9
star:"5",大众点评真的很方便 无论是看餐厅还是酒店真的很方便
star:"5",大众点评之前没怎么用过 但是用过以后 才深刻体会到它的好用 不知道吃什么玩什么 大众点评转一转 推荐
star:"5",随着信息化高速发展，大众点评已经成为公众获取商家优质程度的主要平台，好评率影响着人们对商家的选择，也将存在问题的商家不断淘汰。大众点评规范了优良的市场秩序，让老百姓的话语成为最有价值最有力量市场监督，感谢大众点评！??
star:"1",不知道为什么每次用着用着都会导致我的手机死机??
star:"5",非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好非常好
star:"5",越来越喜欢大众点评，到一个陌生的地方，看看大众点评，给我提供了许多吃喝玩乐，住的好地方。望大众点评越做越好！
star:"1",太差劲了！
star:"1",现在的评分标准越来越无语了，只能再见了
star:"1",非常差劲的平台
star:"2",作为内容创作者来说，现在的点评越来越难用了，数据更新的都让人看不懂了，成长等级也变成了黑盒。体验很差。\n打游戏还告诉你去哪里打副本，你还有多少积分才能升级，现在这样一点也不透明。而且内容质量参差不齐，随便拍的 水号等级居然是8。\n让我们这种认真写笔记和分享的内容创作者很寒心
star:"5",方便寻找快速达成娱乐目标，又便宜又好
star:"5",国内的软件真的是太棒了??
star:"1",斤斤计较个体育用品公司在你心里是怎么回事
star:"1",广州恒大
star:"1",毫无监管的平台
star:"5",我最早接触的app，因为爱吃爱玩儿，这个app太适合我了，超级实用，没事还会去看些好吃的攻略，太喜欢啦
star:"1",一个致力于让用户越来越反感的APP
star:"1",每次地址都会仔细看才不会搞错，明明是有定位的
star:"1",唉，看题目吧……我TM就给了服务员个3星，一群人来骂我，以后再也不用了！
star:"1",我在大众点评上点评了一个很差的店，店家居然跑到微信加我！通过查找手机号加的我！问题是我又没有公开手机号！而且大众点评隐私设置里根本不能隐藏手机号！！！！
star:"1",我下载都登陆不上去 从没用过这个软件 但是却显示有人绑定 我点不是我的账号 还不给我新的账号 我怎么登 卸载了拜拜
star:"1",拒绝使用app 从拒绝大众点评app开始 无良奸商
star:"5",清明假期期间跟着朋友去了千岛湖享受她在“大众点评”抢到的两个霸王餐，与其说是抢其实是凭她的智慧脑袋+高水平写手获得的，渔掌柜和渔先生的“千岛湖鱼头汤”真是美味无穷，汤汁浓白，鱼肉沾着醋吃出了螃蟹???的味道，，两顿霸王餐给我们省下了不少银子??哦！这种玩法的出游真的要感谢大众点评。
star:"1",垃圾客服 问题都处理不了 一次又一次 一直糊弄 啥东西
star:"1",同一家酒店同一个房型  我在大众点评下单的  比门市价贵不到一百  而且我手机上跟我老公手机上价格还不一样  坑老用户呢？
star:"5",方便快捷 可以快速对比，一目了然。
star:"5",大众点评上什么都可以搜到，使用起来非常方便。
star:"5",??从一开始只是需要的时候看一下，到现在每天都会看看有没有新的推荐呀什么的，好多的网红打卡地都是在这个上面??看到的，很实惠又不落伍??，并且会发现一些美味的食物??????????????开心加倍????
star:"5",自己需要去哪里玩都可以在app上找到，很多人分享，自己也可以分享给别人
star:"5",很实用，很多好玩好吃??有趣的店都在这里找到的。超级棒
star:"5",广粤路酸菜鱼店服务态度好，环境美。服务员李子现（艳）待客周到，热情。
star:"1",以后会没有信誉的！
star:"5",上大众点评什么都有，给生活增添无限色彩，好运连绵！
star:"5",我用大众点评，很多年了，以前都没有用都是朋友让我用的说咱们上面可以吃霸王餐可以表达出自己真实的体验感还有很多优惠。
star:"5",吃喝玩乐
star:"5",优秀
star:"1",玩了个烂的出奇的地方，大众点评5星，呵呵。
star:"1",自从被美团收购之后，就不再是以前的点评了，改版改得乱七八糟、点评用户认真写得点评被判定违规，明显刷分灌水的美团点评却在显眼位置，已经卸载了
star:"5",味道好，服务号，上菜快
star:"1",打不开 闪退 各种“遇到问题是否反馈”
star:"5",以前不知道，现在才明白！大众点评网的强大！
star:"5",生活小助手
star:"1",真心搞不懂  搞什么免费试  凭什么抽个免费的东西 那么趾高气昂 还能写品论   我们才是商家  整个大众点评就是一个乌烟瘴气的地方 p用没有
star:"1",几个月都不怎么打开的 打开就看到几天前被处罚了 哈哈哈 笑了 你们就自己作呗 随意处罚 也不给证据 就凭你们主观性 牛批了
star:"5",大众客观传播正能量满满的
star:"5",不错
star:"1",。
star:"5",一级棒
star:"1",连头像自由都不给！！？？？
star:"5",一直钟爱，啥时候能成为8级
star:"1",坏的很，吃坏了肚子点评价下商家，说我违规把评论删了，完全站商家那边，好吧，永久删app，垃圾
star:"5",??????
star:"1",垃圾垃圾垃圾，无缘无故被警告商户违规刷好评？就因为我没充钱？就这样？我吐了
star:"1",我的故事从五个月前的那天傍晚开始，因为想喝奶茶了，和男朋友一起走到离家最近的一家古茗店，用特权券买了两杯古茗奶茶。我记得那天心情很好，奶茶也很好喝。\n\n两年前开始用点评，每个月写个20-30条，甚至更多，就像日记一样，至今已V8。只是从今以后，看见一次这个app骂一次！\n\n知道点评收商家黑钱\n知道点评的必吃榜都是钱买来的\n一开始是VIP特权吸引我，后来就是单纯地喜欢上了记录生活的快乐。\n\n今天早上突然就收到了点评的处罚通知，说我参加商家组织的线下活动，写不实好评，甚至都没说是家店的线下活动\n\n我点了申诉，等复查\n\n晚上客服小姐姐打电话给我，说是我5个月前的古茗点评违规了。按照原通知处罚——以上就是复查结果\n\n呵呵我笑了\n\n点评说你有问题，那你就是有问题\n申诉？申诉结果就是：\n我还说你有问题，那你就还是有问题
star:"1",里面有些价格和实际的差了不止一点
star:"1",新下载强制网络权限为wifi，无法使用4g，系统设置里改成wifi加4g，打开应用后，强制改成仅wifi。
star:"5",没毛病
star:"1",不花钱、根本看不到你发的东西！
star:"5",棒棒棒
star:"1",点评已经变成了网红点评，打开主页都是网红脸，还无故处罚用户，说不出来所以然，申诉也无用，用了七年多的软件，真让人寒心～
star:"1",用很小很不起眼的字欺骗用户办了信用卡，非常无语，正规的app干着这么不正规的事。
star:"1",侵犯客户权利，私自删除评价，不给予回复，断章取义，毫无售后
star:"5",学习使用大众点评可以提升自己的生活方式生活水平，不断提升自我的发展能力，学习使用快捷方便的方法，吃喝玩乐方方面面都有很多信息，一定要好好学习一下哦
star:"1",垃圾软件，我对商家的差评还被你屏蔽了，店家了你多少保护费？
star:"5",订单退款为什么扣钱
star:"3",曾经每天都要用，深度喜欢5折券板块，为什么5折券的活动就这样下线了！！！感觉大点失去了存在的意义！！！！
star:"1",糟心
star:"5",已经是第二次来了，超级喜欢店长！第一次看到烫发还会检测发质，根据发质调整烫发温度，体验感也很好，真的很欣赏店长的工匠精神，以后会一直来！希望秀沙龙生意越来越好！
star:"5",基本都是在这上面看的店铺信息，
star:"5",有很多网友很真挚的推荐和评论可以给我们的选择，提供推荐和参考不错。
star:"5",此软件真好用，快捷方便，最主要的是价格还很优惠，给我出行带来了很多惊喜，感恩所有\n，谢谢??这个平台
star:"5",虽然下载大众点评很久了但开始认真玩还没有多久，因为在上面找到了很多好吃的好玩的，闲来没事决定自己也加入大众评审的行列，一来是希望把自己发现的美食传递给大家，二来也让大家少踩点坑，让大众点评告诉你其实城市里套路也没有那么深！
star:"5",共同参与，推动重庆向高质量发展是每一个重庆人的共同责任，大众评论平台推广大众品鉴意见推进服务行业提升质量，改善管理，以满足客户需求为导向，达到可持续发展，创造企业老字号品牌。通过大众监督强化市政管理，以完美形象展示重庆新时代国际大都市风彩，通过大众体验，推荐优质产品供客户选择使用，有利于推陈出新，更快实现新时代消费市场需求，推动新理念新思想指导新实践。
star:"1",不消费就可以随意给商家评价 感觉系统有bug
star:"5",点评是个生活的小伴侣
star:"1",很不好！！！！！！！！！！！！！！！！！！！！！！！！！！！?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????看着就想??????????????????????????????????????????????????????????????????????????????????????这个软件太??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????我已经??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????了！
star:"5",看的时候哦里咯哦哦进攻的给我
star:"5",去一个不熟悉的地方时，总喜欢查一下大众点评，哪个宾馆舒适，卫生好不好，床铺干不干净，服务好不好。哪个餐馆的菜好吃，宰不宰客.还有既使在家乡本地也常常会使用大众点评，大众点评已融入了我的生活，成为习惯了.老百姓的口碑看来越来越重要。
star:"5",大众点评在生活中不可或缺，在方方面面都能得到它的帮助.必须支持点赞??！！！
star:"5",好棒的软件
star:"1",从上学就用大众点评，其他平台火爆时也没想过换。最近准备出去玩买了酒店优惠卷，和老公一对，竟然发现我用优惠卷都没有他手机上显示的便宜，失望至极！
star:"1",用pad登陆，除了验证码，还需要选择曾经买过的东西，那么多谁能记得清楚？验证错误一天都不能登录！那我这会儿怎么看呢？用验证码还不能证明我是我？？弄那么多道验证干嘛？不就是看点好吃的好玩的，比银行验证都难！到底是想验证什么？验证我的记忆力吗？
star:"1",只能说真垃圾
star:"5",感谢美好的大众点评给予我们美好的吃喝玩乐的游玩攻略让我们知道.哪里有好玩的好吃的旅游的.让我们更好的体验生活生活是美好的.
star:"1",商家还得交保护费，真的垃圾，一家独大
star:"5",非常好的软件，非常便民，这里面应有尽有
star:"5",好评??
star:"1",每年近2w的平台基础费用 额外推广需要另外充值推广通 才会优先显示商家的内容 作为商业平台这无可厚非 关键是收了钱没有任何售后服务 从头到尾就一个破销售 一年联系你两三次机械化地走个流程形式就算服务了？没有任何辅助意义 最让人恶心的是 平白无故遭遇匿名用户的恶意差评 申诉后台 告诉你核查对方账号未出现异常 真是可笑至极！恶意差评的有心之人 仅仅检查账号就能知道对方不是故意的不是同行？你们的大数据就是用来针对我们商家的？我们这种苦心经营的口碑商家 随便一个路人就可以扔个差评上来诋毁 平台没有任何保护机制 那么请问  你一个拿星级点评做卖点的平台 存在的核心竞争力是什么？垃圾！！！！一生黑！！！！不会再续费！！！
star:"5",加油??
star:"1",大众点评现在的内容变得很小红书，看着恶心。专门引流给整容医院的产品和千篇一律的网红，写的点评全是自拍，不知道是吃店里的还是吃网红。
star:"5",饮食最爱
star:"1",现在大众点评上的高分店家 都是网红 还不好吃的那种 给了差评还不让显示 典型的花了钱就可以欺骗消费者 \n那些什么排行榜的 真的太少了 口味也不行 好店都看不到 还不如去小程序看看 \n抖音的当地号都比这个强
star:"5",没有了橙V券\n大众变得不快乐\n没有期待了
star:"5",几乎所有店都涵盖在内，看了点评基本不会踩雷，还是挺好用的！
star:"1",没有理由的给客户封号，投诉不接受，反应也无搭理无回应！
star:"5",离不开了
star:"1",打不开
star:"5",这个比较主观一点，通常评论一件产品好坏首先要分析用途，然后实用型，质量问题，安全问题，这是最基本的，然后就会考虑一下一些细节问题，，，就拿一座楼房建设来讲，比如是住宅，住宅肯定是要住人的，首先看的就是实用，面积，环境，交通教学条件，楼房的设计等等，还有就是看质量，有没有偷工减料，用一些不良的水泥，有没有一个检测制度，每年考察等等，还有就是安全问题，有没有保安，有没有监控之类的，考虑完所有问题之后就看看有没有什么细节比较优秀加分的，比如有没有健身设施 会所，垃圾管理，一些便民措施等等，\n我呢最初的想法就是便捷，平台还会推荐你喜欢的地方
star:"5",方便，不论你去哪，要吃什么住哪儿，玩什么？什么性价比高，只要打开大众，总有一款适合你????
star:"2",那种放个图哪哪都没有的 你推荐它干啥？？？？
star:"1","以前对它印象还不错, 现在发现它更本没有能力分辨及管控那些专门的写手来控评或刷单。普通顾客老踩雷无处吐槽，商家被恶评无处喊冤。出了问题责任不是推给商家就是推给顾客。卑鄙的赚钱方式。催生很多职业差评师和刷单公司。"
star:"5",球球温暖的家
star:"5",大众点评app给生活提供了很多有价值的参考，而且霸王餐功能也给了我很多乐趣与福利，给平台点赞??
star:"5",首页的评论经常是几个月前的，看点什么信息点进去都过去了，希望能改进
star:"1",垃圾大众点评，专门推荐垃圾店
star:"5",感觉很好用
star:"5",希望大众点评越做越好。谢谢
star:"1",垃圾软件
star:"5",作为一个贫穷的吃货有别人趟雷就很不错哈哈
star:"5",我太爱大众点评了，后悔怎么没有早点重视他。以至于现在才V3，哈哈。大众点评真的超方便，出门吃喝玩乐全指他。而且经常有很多福利给到广大众迷们。我要多多使用，争取早日成为V8。
star:"5",喜欢??非常好用，爱了哦，以后吃喝玩乐有着咯了哈哈哈，直接搜索一下就可以去了
star:"1",全靠利益，真假
star:"5",必须啦啦啦啦啦啦
star:"5",大众点评的霸王餐活动很喜欢。
star:"5",之前就下载过大众点评，但是没玩明白，最近一个朋友推荐的，认真写评语还能抽奖，等级高还可以有优惠劵，而且我发现，里面推荐的店铺都很好，评论很客观真实，有时候不知道想吃点啥就进去搜搜，不仅是餐饮，各行各业的都有，大赞??????
star:"5",咖啡馆位置处于大海旁边，闲来没事点一杯咖啡，吹吹海风别有一番风味。\n馆内宽敞明亮，干净整洁，布置的很温馨，进来以后给人一种特别舒服的感觉。店里的服务员既漂亮又有朝气。饮品也很好喝！绝对是闲来消磨时间，忙后偷闲的好去处！！！
star:"4",在app中返回上层，不太灵敏
star:"5",用了大众点评3个月了。体验感很好。里面可以看攻略。也可以抽霸王餐。还可以分享自己体验心得。还有为山区小孩赞助午餐。会继续使用。
star:"5",挺好的信息全，任务多，还能升级。
star:"1",钱都不知道去哪里了，也一直没人解决！！！！！
star:"5",自从开始玩大众点评以来感觉天下美食一览无死角，吃货必备APP，有了大中点评后从此吃货走上了人生巅峰
star:"1",大众的机制很隐蔽，不公开，一点不公平，不符合大众所宣传的。
